student_id,age,gender,previous_grade,attendance_rate,assignments_completed,test_scores_avg,days_absent_last_term,late_arrivals,disciplinary_incidents,parent_education_level,family_income_level,has_internet_access,is_dropout,Class
2919,15,0,91.49675389950347,96.52320391824621,67.4662969265758,70.37871746877337,3,1,2,3,1,1,0,Non-Dropout
2920,18,1,80.99347291606219,56.04298750674817,39.56855620278503,34.24183100203001,0,4,0,2,4,1,0,Non-Dropout
2921,18,1,72.27260511839273,76.81979193408282,73.3018283130045,78.09429819413879,5,2,0,2,1,1,0,Non-Dropout
2922,17,1,64.25118503819789,49.84004245696817,52.28030168458825,59.61795731354047,5,2,1,2,2,1,0,Non-Dropout
2923,14,1,61.41193973907119,90.29464572338266,51.633121863734715,60.609795743009855,1,7,2,4,3,1,0,Non-Dropout
2924,10,0,55.23760962508492,64.27734573975806,62.60198491796466,75.10990336490497,2,2,1,3,5,1,0,Non-Dropout
2925,18,0,60.754352385868756,58.487740850365114,57.0135864102044,37.49313887688701,7,2,3,2,2,1,1,Dropout
2926,10,0,64.28876928453917,79.30897077816556,43.373922055406766,61.6699421151296,4,2,3,3,2,1,0,Non-Dropout
2927,17,1,44.38325162090867,25.785036041267787,57.869983947946515,88.67647309762108,6,1,0,2,1,1,0,Non-Dropout
2928,14,0,52.69657226041316,49.0104590862892,81.39246661499416,60.741791983620395,9,1,1,2,2,1,0,Non-Dropout
2929,12,0,33.32122626703706,82.21818174520527,71.01338695412679,45.15306329768843,4,4,1,3,4,0,0,Non-Dropout
2930,16,1,66.1689117815047,95.29212192350055,45.18282042737464,59.80174667269086,3,3,1,3,1,1,0,Non-Dropout
2931,16,1,66.1715180162649,84.01874631400715,48.48920851657418,84.63364709670482,5,3,1,1,1,1,0,Non-Dropout
2932,18,1,91.6777315439777,77.78865927259132,73.08137010228089,53.52333837851157,6,3,2,1,1,1,0,Non-Dropout
2933,16,0,70.63332383048838,100.0,45.320601128500584,41.901301140771885,3,6,1,1,1,0,0,Non-Dropout
2934,12,0,56.65936899626933,84.82800559089524,47.58015499050052,57.99668138280638,8,3,1,3,2,1,0,Non-Dropout
2935,10,1,61.99467497450401,54.10974167204253,55.724525583536774,43.92885730917233,9,6,1,5,4,1,0,Non-Dropout
2936,17,1,72.30233468766653,95.49323594463111,45.70356973183917,31.156060940708493,6,2,0,5,2,0,0,Non-Dropout
2937,12,0,68.41418939817503,62.17930543182173,72.51831978083692,76.30507449147755,4,4,1,2,3,1,0,Non-Dropout
2938,17,1,73.67428878817397,60.83524725581842,62.30808009713882,80.7207258033565,7,2,0,2,3,1,0,Non-Dropout
2939,17,0,70.65567160306902,47.38134279242581,100.0,71.28514484556426,4,4,0,3,2,0,0,Non-Dropout
2940,14,1,61.21033602214999,66.77171115792703,40.954392552924986,78.40224238359812,4,5,2,2,2,1,0,Non-Dropout
2941,10,1,56.96310063390501,50.41010039094852,98.76938247752375,58.904544445946726,5,6,2,1,3,1,0,Non-Dropout
2942,19,1,56.156566940600506,86.14849210068355,75.93344435316784,85.27631685237445,2,2,0,3,2,1,0,Non-Dropout
2943,16,0,51.120930730669116,72.49168953469355,100.0,55.57467097284648,3,1,1,2,1,1,0,Non-Dropout
2944,19,0,48.76821074338211,47.78092174410533,100.0,65.00773515616356,7,1,0,1,4,0,0,Non-Dropout
2945,14,1,92.57695896293713,73.3791334067696,59.323146486617375,52.344976240857584,5,2,1,4,3,0,0,Non-Dropout
2946,17,0,66.87065227469084,94.8766252066281,34.77831662933314,43.96828700144926,5,6,3,3,4,1,0,Non-Dropout
2947,18,1,62.67047823337498,100.0,66.3112771812445,55.46218187345204,2,1,0,2,2,0,0,Non-Dropout
2948,16,1,57.561735257406404,39.20769077503976,20.583887375458303,98.43825514425515,6,3,0,2,3,1,0,Non-Dropout
2949,16,0,71.43318663996399,59.433091508318945,86.49148392696176,88.00035066521137,7,2,0,1,5,0,0,Non-Dropout
2950,10,0,83.0549582908411,49.21299401931287,73.78916197804232,76.62681686580382,5,2,2,1,3,1,0,Non-Dropout
2951,13,0,75.84896714383609,82.07102121696461,55.02654237506502,58.57171787943408,7,1,1,2,2,1,0,Non-Dropout
2952,11,0,78.82383630967266,46.821791802384254,58.76094677282341,58.23129930505746,6,1,2,1,2,0,1,Dropout
2953,11,1,56.20206826724032,96.18470095755315,44.44703120796932,90.69948451601834,3,2,1,1,2,1,0,Non-Dropout
2954,11,0,64.93806137324931,99.07385826819112,69.20005728135264,65.33470066737682,4,2,1,2,2,0,0,Non-Dropout
2955,13,0,56.39932832211561,91.36237434310146,45.20124299507938,76.85976724040407,7,1,0,3,5,1,0,Non-Dropout
2956,10,1,66.60547098204863,60.65425215588683,69.07221655445937,56.694196895626376,2,3,2,3,1,0,0,Non-Dropout
2957,13,1,84.08886512087315,61.91361135662209,78.82751939975054,60.540258399363616,8,4,0,2,4,1,0,Non-Dropout
2958,11,1,71.59105767355763,65.86705553154607,86.25066744943959,76.71004213392263,5,4,0,1,2,0,0,Non-Dropout
2959,14,1,89.40071548994078,97.10150279739877,81.13674912106924,53.96895174265209,1,3,1,1,4,1,0,Non-Dropout
2960,12,0,60.672145843247876,41.03935451041444,62.54470784965663,70.2240476439656,4,4,1,2,2,0,0,Non-Dropout
2961,17,0,52.8955841897443,82.72248231739711,81.1026491662191,54.49514141348632,2,3,0,4,3,1,0,Non-Dropout
2962,13,1,72.68192730041419,56.33102479627941,73.37789181919312,72.6527323664795,5,4,0,1,4,1,0,Non-Dropout
2963,10,1,66.78287544834228,66.61158462831777,73.170466765266,54.04505370588965,6,2,0,3,2,0,0,Non-Dropout
2964,10,0,69.84053379747002,89.72286896065627,44.33848217908629,91.28847830911704,7,0,2,4,3,0,0,Non-Dropout
2965,19,0,67.59830244449748,44.691073488692,38.79268952145321,64.03636732332981,3,2,1,1,1,1,1,Dropout
2966,12,0,57.73348439972786,69.44518982228546,76.44889628383845,76.61736835674776,5,6,0,3,2,1,0,Non-Dropout
2967,18,0,67.93604071655,72.42325776239522,82.15847484429422,64.69008643641426,3,7,3,4,2,1,0,Non-Dropout
2968,16,0,79.60055803743757,74.25215323400336,54.473460682791774,57.47944482458659,8,2,1,4,2,1,0,Non-Dropout
2969,11,1,81.14161561852931,72.93637869669637,99.35593048517707,73.61456045481833,6,1,1,1,3,1,0,Non-Dropout
2970,18,1,57.657251012219426,86.13316569419464,100.0,82.30702229092695,5,4,1,3,2,0,0,Non-Dropout
2971,19,1,68.46508897595727,65.96020887446858,100.0,43.27469611331257,6,3,0,1,4,1,0,Non-Dropout
2972,11,1,87.15666624322381,82.3073387427053,63.3337962121057,66.96553106467704,8,3,1,4,2,1,0,Non-Dropout
2973,12,0,57.98163876410713,81.59677668126267,59.17491297911366,63.378647421611134,8,5,4,2,1,1,1,Dropout
2974,19,1,55.25830400851173,80.72137125136703,89.67077700752613,68.14656575144724,4,4,1,2,2,1,0,Non-Dropout
2975,11,0,76.91604445953305,85.55677378420194,86.97160819940228,85.30771755123624,1,4,0,2,2,1,0,Non-Dropout
2976,12,0,74.28438810470718,80.64160797850298,42.170989943977645,77.24416550273851,8,5,0,1,3,1,0,Non-Dropout
2977,15,0,52.44535877401833,73.2065468200598,63.94478480514182,82.34974003803843,6,4,1,5,3,0,0,Non-Dropout
2978,18,0,44.00809104563733,49.62105530723467,86.53880228521524,68.94654379099974,2,4,1,1,3,1,0,Non-Dropout
2979,18,0,68.1733415344452,100.0,47.59315578614073,58.49569835847073,7,5,0,1,4,0,0,Non-Dropout
2980,16,0,58.7210435320261,100.0,51.38375442301188,28.628083498692256,2,3,2,2,1,1,0,Non-Dropout
2981,12,0,39.7388561805738,67.81185708012796,55.15788112224118,86.22983996030163,8,3,1,2,2,1,0,Non-Dropout
2982,13,1,54.69196214227303,84.12815702708488,60.018603278959134,27.498005659320505,6,1,1,2,1,1,0,Non-Dropout
2983,15,0,74.03914722551863,64.04774241948527,30.768472789051422,88.81354288659747,5,4,1,1,3,1,0,Non-Dropout
2984,14,1,62.72883933633508,60.595604356334036,87.32303493692604,76.11391538234707,6,2,1,5,4,0,0,Non-Dropout
2985,11,1,88.49156067527991,76.10631622674603,51.64662160735698,94.52829855934678,5,4,1,5,5,1,0,Non-Dropout
2986,15,0,33.69143884371891,100.0,75.05942693909756,68.98567300426062,6,3,1,2,5,1,0,Non-Dropout
2987,12,0,85.06988557230723,100.0,72.37720345830346,72.50450130618783,2,4,2,4,3,1,0,Non-Dropout
2988,17,1,59.84144930350717,100.0,44.70700930010264,62.22108952226238,2,2,3,2,3,0,0,Non-Dropout
2989,11,1,57.6736799606543,85.37543828686465,25.845232188707186,66.13687172739571,10,1,2,4,2,0,0,Non-Dropout
2990,10,1,41.732092450276205,56.64949836864063,72.22830764030279,54.128990863542384,5,1,0,2,3,1,0,Non-Dropout
2991,18,1,71.97622773714139,95.73631307720075,59.10625410237914,63.238690497424486,6,1,0,1,2,0,0,Non-Dropout
2992,12,0,37.59857009009639,18.155862459215072,81.38727620511331,52.302369375088155,4,3,0,4,1,0,0,Non-Dropout
2993,10,0,77.26855466896876,82.81749314262876,90.30553277719741,65.69335932114097,4,3,0,2,2,0,0,Non-Dropout
2994,16,0,42.29953902437358,96.95755875438374,19.03146903202864,64.6152867822605,10,2,1,3,2,0,0,Non-Dropout
2995,19,1,44.664410596446345,78.02968509489715,64.22338182924331,64.69736882814676,4,2,1,5,1,0,0,Non-Dropout
2996,14,0,47.13178074975977,100.0,96.04375352114212,63.64555620772786,5,4,0,3,5,1,0,Non-Dropout
2997,14,1,54.26075048909754,46.48224649386762,100.0,55.72903017569843,6,2,1,2,5,1,0,Non-Dropout
2998,10,0,79.1311391164925,100.0,24.19196261828685,73.39321332214584,3,6,2,2,3,0,0,Non-Dropout
2999,18,1,87.55934800432482,71.8457659032855,98.79926292674642,69.72365586257797,3,2,0,4,5,1,0,Non-Dropout
3000,16,0,55.81109676589959,100.0,44.762371163513876,69.14408147662513,2,2,2,4,2,0,0,Non-Dropout
3001,17,0,64.30155348040901,95.40393744918546,87.64845341108244,50.873273326232365,6,3,2,3,4,1,0,Non-Dropout
3002,18,1,72.34875963608766,100.0,56.277280581619586,75.10000091370144,10,5,1,1,5,1,0,Non-Dropout
3003,15,1,60.06031454399142,94.50931020086394,88.66722399838281,53.54311402346076,7,4,0,1,2,1,0,Non-Dropout
3004,14,1,71.76136440939494,88.83869918037716,60.95591419325674,57.15851262915091,6,3,2,3,2,0,0,Non-Dropout
3005,15,1,64.93880792743953,100.0,34.037840710443525,66.37618302540774,5,2,0,2,3,0,0,Non-Dropout
3006,11,1,61.19810181865203,76.10958714966033,55.4641783364418,82.25233284213576,6,2,0,3,2,1,0,Non-Dropout
3007,13,0,43.70276457646854,87.04683431834535,83.50461180059622,46.88263560836232,9,4,2,3,2,1,0,Non-Dropout
3008,12,1,67.23564796887005,74.92764098862251,59.43988845257632,50.17011521764463,5,1,1,3,4,0,0,Non-Dropout
3009,16,0,79.37563556972086,61.283335817170126,43.16972384625468,35.55657481268862,7,4,1,5,2,0,0,Non-Dropout
3010,18,0,53.32583228389576,85.53892510730329,38.215399966633406,72.59317258993583,8,3,0,4,3,1,0,Non-Dropout
3011,14,0,35.47594048716006,78.93491601798905,49.765885362664385,59.94086494685515,1,5,2,1,2,0,0,Non-Dropout
3012,15,0,60.20674036557045,100.0,49.54959464111984,71.36618470732397,3,3,2,3,2,1,0,Non-Dropout
3013,19,0,87.64655967211279,71.15491215571133,84.3551045267822,70.07361767863551,5,1,2,4,5,0,0,Non-Dropout
3014,11,1,83.17924903231625,59.78617104029365,60.11747237175255,76.82048955929584,6,2,2,4,2,1,0,Non-Dropout
3015,12,1,56.293066913261214,99.8601906032334,62.53280249437232,65.02158758185921,5,5,2,3,2,1,0,Non-Dropout
3016,12,0,71.83272507484784,76.26682174167087,65.50431197216032,54.36046827708679,6,4,1,4,3,0,0,Non-Dropout
3017,18,0,74.2031886972585,59.17541722321897,83.50257825428132,68.48020251354932,3,3,3,4,1,1,0,Non-Dropout
3018,16,1,87.355071822345,100.0,85.92919988544057,71.21834156811964,3,2,3,3,1,1,0,Non-Dropout
3019,17,1,41.74126555699242,93.53521415110431,56.82752238117282,59.77471788177748,5,4,2,3,3,1,0,Non-Dropout
3020,19,0,48.96757654055533,100.0,63.40082943790695,66.36250563895146,1,4,2,3,3,1,0,Non-Dropout
3021,18,1,34.85366958145019,68.18170794221265,86.06206875024074,44.8248686657675,6,2,0,1,3,0,0,Non-Dropout
3022,15,1,54.823862024826916,65.3836842503132,52.60437367684212,45.91261796948076,7,2,0,3,3,1,0,Non-Dropout
3023,13,1,80.99458351203252,53.268567798989864,56.313655106402564,40.093393730720564,7,3,0,4,4,0,0,Non-Dropout
3024,10,0,56.60421260066479,63.661899674263395,86.01000573520435,69.32837224184513,5,3,1,3,2,1,0,Non-Dropout
3025,17,1,45.37716605269541,67.27279746016251,55.650884774281565,76.09947291325255,6,5,0,3,1,1,0,Non-Dropout
3026,16,0,68.39954626223147,88.66002929069093,76.189217290214,43.61631868439794,7,4,2,3,4,1,0,Non-Dropout
3027,11,0,68.78553255181032,56.412604014812786,30.50902973405406,67.4167034042083,6,2,3,3,3,1,1,Dropout
3028,17,0,49.744258205729984,61.733263252211216,84.59384779802835,71.70741607946992,8,3,0,3,4,1,0,Non-Dropout
3029,14,0,57.409311392228,100.0,64.97864166182072,59.010426671580106,3,4,0,2,1,1,0,Non-Dropout
3030,16,0,67.25864780968439,16.381375195280377,80.1704358845326,89.02323391708708,7,5,0,4,2,0,0,Non-Dropout
3031,13,1,76.18979745037683,84.60521185575064,97.98475607663403,43.14292705649312,4,0,0,2,1,1,0,Non-Dropout
3032,14,0,55.266913197664216,49.191667744492044,61.65750910891274,59.336613583152364,4,3,1,1,1,0,0,Non-Dropout
3033,17,0,53.10535479933988,58.89495722002256,31.659213137246986,21.316425556135414,8,6,1,2,2,0,1,Dropout
3034,10,0,93.68832034147911,100.0,60.95293609572101,70.18440761282645,9,3,1,1,3,0,0,Non-Dropout
3035,10,1,60.88960653882833,76.43153088593456,100.0,54.02112117431767,8,6,2,4,5,1,0,Non-Dropout
3036,13,1,68.74151456321081,100.0,74.24612244010962,35.36432873170354,2,2,0,1,1,0,0,Non-Dropout
3037,12,1,74.72547434593444,87.53625254489572,43.38891297723873,73.91014865460986,10,3,0,5,2,1,0,Non-Dropout
3038,19,1,38.19670947278119,58.40652250468595,65.15619551628482,62.6470606261641,4,2,3,4,3,0,0,Non-Dropout
3039,11,1,64.72209557452241,86.15478039329369,82.1951358948117,60.39534874794711,5,2,1,4,2,1,0,Non-Dropout
3040,12,1,40.31425572989505,97.59944830781342,66.86281849406511,81.91157573594259,4,4,1,2,4,0,0,Non-Dropout
3041,10,1,63.03833826848897,85.43865357540511,66.183172341297,53.281559339718896,5,2,1,2,5,1,0,Non-Dropout
3042,10,0,85.59685852754733,70.69278189417312,52.15801656349156,74.65928896656757,1,1,1,2,3,0,0,Non-Dropout
3043,15,0,50.02297509917084,41.17885214742539,54.164802806927646,76.83950110639272,3,4,1,4,2,0,0,Non-Dropout
3044,14,1,40.00371215378265,68.55108152927494,75.56147977761276,56.562478007519815,4,2,1,2,3,1,0,Non-Dropout
3045,17,0,93.31528665299889,100.0,82.3118061653572,65.12702225728835,5,5,1,3,2,0,0,Non-Dropout
3046,11,0,47.79414236896742,59.06566468920222,65.66725380251118,90.18114824868658,2,2,2,5,1,0,0,Non-Dropout
3047,13,1,42.521315041595145,66.76357792791848,57.65120784903272,49.85312981434436,8,1,1,3,4,1,0,Non-Dropout
3048,17,0,89.28547354085269,94.86578430179026,88.90904377551315,73.32396152066389,3,3,1,4,3,1,0,Non-Dropout
3049,15,0,47.20295117304268,87.39405059325948,59.40780242687616,65.93166697574648,3,4,0,2,4,0,0,Non-Dropout
3050,10,1,89.67371314592937,48.80200730678489,77.23284685388828,84.06027081780222,5,6,2,4,4,1,0,Non-Dropout
3051,13,0,69.11136242255982,72.82766460862517,83.32545736645082,64.4939857828066,4,3,1,4,2,1,0,Non-Dropout
3052,10,1,84.25935615010155,100.0,38.39769021926584,75.28629588667674,2,3,0,3,1,0,0,Non-Dropout
3053,11,1,67.79099504142876,75.52957157071286,73.49337523246051,40.99221857887053,8,1,0,5,2,0,0,Non-Dropout
3054,14,0,81.19553547093136,100.0,2.563027422925387,32.837510432065976,5,3,3,1,2,0,1,Dropout
3055,17,0,51.22326766128849,100.0,67.44079825974086,49.26141618231738,13,2,2,4,3,0,0,Non-Dropout
3056,17,0,55.795958539649995,56.44679878941048,84.48749321388014,58.376814153379684,3,2,1,2,4,1,0,Non-Dropout
3057,12,1,33.26732793358019,69.09909893832935,78.42300930174375,59.6873915519118,9,3,1,3,3,1,0,Non-Dropout
3058,13,1,79.57672216636777,88.15207113191084,90.00010344252911,81.38418621227618,5,4,4,4,1,1,0,Non-Dropout
3059,19,1,71.29354014973025,44.24627969171324,78.7613682127335,59.105172890067216,3,3,0,3,3,0,0,Non-Dropout
3060,15,0,49.89013062005867,70.53901081430847,56.441571203039395,65.35739320068362,4,3,1,2,1,1,0,Non-Dropout
3061,19,0,38.76646927523123,85.92372723434909,31.519649434875014,67.09341437369217,7,3,2,2,2,0,0,Non-Dropout
3062,12,1,69.22719722937715,62.554978976045504,72.82882674525591,55.52747198686327,7,4,1,3,2,1,0,Non-Dropout
3063,11,0,90.13931802158285,86.76214156661688,81.97011356302954,64.72541399421867,2,3,0,5,3,1,0,Non-Dropout
3064,15,0,62.93058616126515,62.99654648240563,26.061190276304856,80.76741563797111,2,2,2,3,4,0,0,Non-Dropout
3065,14,1,55.123309422174245,62.77495764287325,80.09746309681263,69.48786823862575,4,0,1,2,1,0,0,Non-Dropout
3066,19,1,50.94388579778048,89.88371837483547,72.19348333718338,73.89811033943664,4,3,1,4,1,0,0,Non-Dropout
3067,14,0,83.74023061649484,100.0,60.882900926844485,69.99830450948218,9,3,1,2,5,0,0,Non-Dropout
3068,19,1,53.31128263384588,60.78510762254157,80.994053535785,89.70686249954215,4,5,1,3,2,1,0,Non-Dropout
3069,14,0,59.43231349973477,50.77279297121877,63.11559535147846,49.21399798035827,9,3,2,2,3,1,1,Dropout
3070,19,1,80.62602361878169,74.25487048509234,61.513313746846386,100.0,6,3,0,4,4,0,0,Non-Dropout
3071,14,1,74.56222407254475,84.33803204953833,38.21775325993546,79.9451280647637,7,1,1,2,2,1,0,Non-Dropout
3072,12,1,60.00636005019982,60.58545741700202,80.11812021333154,82.67208868078512,8,2,1,3,3,1,0,Non-Dropout
3073,16,0,54.51534588125982,100.0,37.348019556306106,84.64931695675602,2,1,1,3,4,1,0,Non-Dropout
3074,15,0,86.98367434618072,72.06319335953702,52.89751366150588,80.54515479452704,4,7,1,5,3,1,0,Non-Dropout
3075,13,1,48.254454873410275,60.412637267043614,81.39476688431245,45.648355188572495,2,5,1,2,1,1,0,Non-Dropout
3076,11,1,61.84572222308924,100.0,65.81287464081302,48.004899910911384,4,5,0,2,3,1,0,Non-Dropout
3077,18,1,42.41185268986548,100.0,100.0,75.48814471776913,7,2,0,3,5,1,0,Non-Dropout
3078,10,0,82.83300766905553,60.45143347770146,84.8214327708474,73.66369507585277,7,2,1,1,5,0,0,Non-Dropout
3079,13,1,57.87671186175491,96.34281639382831,88.78341632311533,78.28702963515696,2,2,0,2,5,1,0,Non-Dropout
3080,10,1,54.50561301926516,61.88311725238118,91.34846995394938,65.69968075505186,2,8,4,1,3,1,0,Non-Dropout
3081,15,1,74.92493698077091,90.35153023385872,63.967295138879955,45.24069554521376,2,1,0,4,4,0,0,Non-Dropout
3082,13,1,43.61726943046789,100.0,56.70410394770986,63.348084809281275,6,0,0,2,2,0,0,Non-Dropout
3083,14,0,74.53072071828261,50.823245087376314,39.65389514568655,76.1204569219417,2,5,1,2,2,0,0,Non-Dropout
3084,14,0,59.5918581189874,64.24459699649123,33.66034191824425,61.20242977361667,9,5,2,2,5,1,0,Non-Dropout
3085,18,1,46.92051177829708,64.68337819174664,98.68451422284913,64.92865049658744,3,1,1,2,4,0,0,Non-Dropout
3086,10,0,50.14605544607272,80.31216788197271,54.44478075436996,65.45079680094541,5,3,2,5,1,1,0,Non-Dropout
3087,11,0,54.73699850657394,84.46668998601702,92.34785274495991,57.16988978017887,3,4,1,4,4,1,0,Non-Dropout
3088,15,0,58.33934486804392,73.21799979619352,33.20312548929137,52.791362939319356,1,3,0,2,1,1,0,Non-Dropout
3089,14,1,47.022108892381794,41.36321128866643,65.43372126911396,96.6256321074805,8,4,5,4,2,1,1,Dropout
3090,16,0,69.41773984352069,50.37978612745291,100.0,88.37900066050184,2,4,1,3,1,1,0,Non-Dropout
3091,12,0,46.629170240664976,57.32902538042339,76.65195798764645,81.05213505031023,6,4,1,2,2,0,0,Non-Dropout
3092,12,0,29.523163202925673,86.19793400505506,77.31261778811991,71.22546642305477,10,2,1,1,4,1,0,Non-Dropout
3093,19,1,93.79429443196284,47.0977931238299,55.34255594978286,49.92949091152537,9,0,1,5,1,1,0,Non-Dropout
3094,11,1,67.96891323648451,56.72634160462024,47.43253994131085,78.3095325609273,6,3,1,2,2,1,0,Non-Dropout
3095,12,0,95.14237387468363,52.32714494028627,68.87592120437834,81.72964364563393,3,3,2,3,2,1,0,Non-Dropout
3096,19,0,49.34510974959425,81.82609187252768,41.85817865749728,59.83287294753871,2,3,1,4,1,1,0,Non-Dropout
3097,10,1,72.19692071431997,97.63484178761055,67.3135531932455,48.98449008302178,4,2,1,3,5,1,0,Non-Dropout
3098,14,1,78.4191304829489,78.08308132850561,94.53091297035124,71.4037981449487,4,4,1,3,2,1,0,Non-Dropout
3099,14,0,62.15980612740116,100.0,38.32371927464649,81.01872045600696,6,3,0,1,1,1,0,Non-Dropout
3100,16,0,43.33325036631979,78.07897025348078,86.05446790779715,55.399407853306215,1,2,0,3,3,0,0,Non-Dropout
3101,13,1,61.03278298666558,73.11709417644464,94.8977438826136,72.93064450928557,3,4,2,2,3,1,0,Non-Dropout
3102,12,1,74.3959539964436,59.31655915937574,63.494153259311254,51.38840064980808,3,2,1,3,4,0,0,Non-Dropout
3103,10,0,73.82330674851048,79.05979435338655,70.83408359784148,47.94980910626052,4,2,0,3,2,1,0,Non-Dropout
3104,17,1,64.97557081312915,58.464480983711,58.01290159948343,68.07300130159823,3,1,0,1,5,0,0,Non-Dropout
3105,12,0,78.4593191475762,55.42045816463142,62.24894939355119,52.784184173983704,6,2,4,2,1,1,1,Dropout
3106,11,0,77.7512918223853,54.84877032562167,90.45300624020982,71.45128899420402,3,4,1,4,3,0,0,Non-Dropout
3107,13,0,57.14498599910745,70.51545075743638,88.12492792341541,40.76849667142471,5,4,0,1,2,1,0,Non-Dropout
3108,12,1,42.193705177126894,64.9979499452604,79.83586790641365,52.14449627772006,6,2,0,3,1,1,0,Non-Dropout
3109,10,0,67.85650862016183,100.0,85.19799832866602,80.43657990308566,1,6,0,3,1,1,0,Non-Dropout
3110,12,0,53.800436509693895,79.18759905579284,75.00070290419951,75.38772962615457,7,2,2,3,2,1,0,Non-Dropout
3111,11,1,67.15622901348935,78.85840149950455,39.32824705504935,71.2856094809168,4,3,1,1,3,0,0,Non-Dropout
3112,17,1,85.18294780327848,63.96086573528342,96.59993616444623,58.31777498779607,3,3,1,4,2,0,0,Non-Dropout
3113,15,0,71.56238023806647,100.0,47.66269372729802,65.20564650951938,4,5,0,5,1,1,0,Non-Dropout
3114,18,0,84.44383563832594,56.52104436398519,67.49649223695003,61.62858926048169,1,3,1,3,1,0,0,Non-Dropout
3115,17,1,49.82780298475144,65.52580523172512,91.33126711450912,100.0,4,3,0,5,5,0,0,Non-Dropout
3116,19,1,81.31183608021038,94.98421415808652,34.9691593426746,69.74653117750717,1,3,2,2,3,0,0,Non-Dropout
3117,12,1,90.14896897477499,79.04702796622641,85.61340848926791,53.500863162950225,2,1,2,2,2,1,0,Non-Dropout
3118,14,0,65.96483010062039,49.53928210305094,40.19713885565636,63.78629268304075,3,1,0,1,5,0,0,Non-Dropout
3119,16,0,99.83080090546534,75.54584753317623,84.86853600364906,39.791974619463055,4,1,2,1,2,1,0,Non-Dropout
3120,14,0,52.138531824070924,88.59369292841234,100.0,36.44332731987728,8,4,3,1,1,0,0,Non-Dropout
3121,17,1,55.41749195360822,85.24039208595784,51.56179087159589,86.94071003776415,5,1,0,3,3,1,0,Non-Dropout
3122,14,0,74.74903325642703,88.22368452531565,48.3100585324966,69.10532781295483,5,2,0,4,2,0,0,Non-Dropout
3123,10,1,65.81698317245284,100.0,71.90091526635254,58.22617679676921,6,2,3,1,3,0,0,Non-Dropout
3124,14,0,53.85639000828158,80.43060185646037,47.52482853639411,64.60218280634054,5,8,1,2,3,0,0,Non-Dropout
3125,13,1,74.28656114923652,90.91288917080713,15.569223782919124,63.43748437356549,6,4,1,2,2,1,0,Non-Dropout
3126,15,0,70.3331226999859,26.516439923442363,69.36736212234122,66.01385160109102,12,3,1,3,1,1,1,Dropout
3127,12,0,56.20584985201627,100.0,78.37796702068998,82.2162154511947,4,1,1,4,2,1,0,Non-Dropout
3128,14,1,67.83577439066559,76.29998811660512,61.78831044291686,73.03155892181323,2,0,2,3,3,1,0,Non-Dropout
3129,11,1,76.38538280946389,57.639887289787026,72.82715047505613,58.85623724038578,3,2,1,4,2,1,0,Non-Dropout
3130,15,0,55.87311820252232,71.09543710592216,96.22199766465938,38.766796445074206,7,8,1,3,1,1,0,Non-Dropout
3131,15,1,72.75493714461331,88.25043738336065,61.053280481168485,49.9653309829253,4,1,2,4,4,0,0,Non-Dropout
3132,14,1,51.99435158717979,95.69497051789631,64.33423810309202,76.37684214054275,7,4,2,3,2,0,0,Non-Dropout
3133,15,0,54.8926342853773,73.0950522242506,69.50657990779094,88.43146437337737,5,1,1,3,2,1,0,Non-Dropout
3134,16,1,81.67380969830415,87.0288394384694,62.1507276296081,51.830805845288296,1,1,1,4,2,1,0,Non-Dropout
3135,14,0,74.20619439659646,69.73565971200804,62.15718338867991,49.5633196013511,4,3,1,3,3,1,0,Non-Dropout
3136,10,0,36.697437378384144,84.83254728446465,100.0,58.514258331826795,9,2,0,1,3,1,0,Non-Dropout
3137,17,1,59.38663062436199,79.12545984391217,73.14332576970254,91.76609289681718,4,2,0,4,2,1,0,Non-Dropout
3138,13,1,72.3454516188974,81.01652014091182,62.579754892902045,67.21553020599637,7,3,1,2,3,1,0,Non-Dropout
3139,18,0,67.08298425782507,68.78071484419733,100.0,53.56606727643667,6,4,0,2,1,1,0,Non-Dropout
3140,19,0,74.27306367775928,83.07316619959147,97.13483743496128,59.583019995550146,1,3,0,2,4,0,0,Non-Dropout
3141,15,0,66.73972489673444,58.46906800231527,85.60675444139301,57.077218059490335,3,5,0,3,2,0,0,Non-Dropout
3142,10,0,63.011034897810006,78.89237295740014,54.757470241957726,75.56199938194857,5,1,0,2,2,0,0,Non-Dropout
3143,12,0,62.55256796244137,62.3106525890969,100.0,94.30222603563722,7,4,0,3,3,1,0,Non-Dropout
3144,12,0,81.36768970391805,55.12673836898182,30.855853746970404,66.96247779379847,2,3,4,3,1,0,1,Dropout
3145,19,1,75.42409379645935,60.88874402090377,25.47006054438836,81.40632593130547,7,2,1,3,5,0,0,Non-Dropout
3146,13,1,71.07115705618193,70.83949554061837,79.57255710312128,44.808976068033346,6,0,3,3,1,0,0,Non-Dropout
3147,15,1,66.33249648351166,64.43056060020527,61.07717514183511,100.0,4,4,1,2,4,1,0,Non-Dropout
3148,16,0,56.76771962929672,82.92572621484628,8.072980104757562,44.913809801675114,7,3,0,4,2,0,0,Non-Dropout
3149,19,1,60.398695037576914,76.5938391997104,66.4803728912204,83.17770251261535,8,3,0,3,1,0,0,Non-Dropout
